Group ID,Scope,DS Component,DS Source Path,Open Occurrences,Fixed Occurrences,Out of Scope Occurrences,Not Applicable Occurrences,Auditor Status Breakdown,Component Attribution Confidence,Issue Summary,Deque Rule ID,WCAG SC,SC Title,WCAG 2.2 Level,Guideline,Principle,Max Impact,Duplicate Occurrences,Impact Breakdown,Source Reports,Deque Issue IDs,Auditor Issue Links,Auditor Link Precision,Auditor Test Run URLs,Test Run Names,Affected Test Units,Recommended Remediation,Remediation Status,Fixed in DS Version (CHANGELOG match),CHANGELOG Evidence
A11Y-097,Product / page level,Dropdown,core/components/atoms/dropdown,1,0,0,0,Open:1,High (declared in source report),Correct reading order of dynamic content not determinable,new-content-bad-location,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2374349,2374349: https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/6f1dd8c0-c059-11f0-89c6-57f43fea2c37,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058,Innovaccer - Case and Care Management Web Mobile (Tablet) Audit_11-03-25-04:31,Task,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Not a DS defect — product/page level,,
A11Y-098,Design System — component,Dropdown,core/components/atoms/dropdown,1,0,0,0,Open:1,High (declared in source report),State of active component lacks 3 to 1 contrast ratio,contrast-uic-active-3-1-state,1.4.11,Non-text Contrast,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2374365,2374365: https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/f59135ae-c05a-11f0-8a98-6725c2aabfaa,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058,Innovaccer - Case and Care Management Web Mobile (Tablet) Audit_11-03-25-04:31,Task,"Ensure non-text contrast ≥ 3:1 against adjacent colours for focus indicators, active/selected UI-component boundaries, and meaningful icons; use the focus-ring and border tokens rather than hard-coded colours.",Open — remediation required (1 occurrences),,
A11Y-099,Design System — component,Grid,core/components/organisms/grid,1,0,0,0,Open:1,High (matched DS markup in captured source),"All touch targets must be 24px large, or leave sufficient space",target-size,2.5.8,Target Size (Minimum),AA,2.5 Input Modalities,2 Operable,Serious,1,Serious:1,Innovaccer - DAP and Analytics Web Audit - Retest,2711412,2711412: https://axeauditor.dequecloud.com/test-run/878fe7e8-63d0-11f1-8176-0f09a18241fa/issue/26c7ba8b-0932-4c36-83af-af95b67b57b5,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/878fe7e8-63d0-11f1-8176-0f09a18241fa,Innovaccer - DAP and Analytics Web Audit - Retest_06-09-26-12:25,Terminology,"Make pointer targets at least 24×24 CSS px, or leave equivalent spacing around smaller targets.",Open — remediation required (1 occurrences),,
A11Y-100,Design System — component,Grid,core/components/organisms/grid,0,1,0,0,Fixed:1,High (declared in source report),Table sort state is missing or incorrect,state-table-sort,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2346277,2346277: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/07d2adc4-b322-11f0-9ec3-5b55c6a27f71,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Profile,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed),4.26.0,Grid: announce loading state to screen readers
A11Y-101,Design System — component,Grid,core/components/organisms/grid,0,1,0,0,Fixed:1,High (declared in source report),Link does not have a role,link-missing-role,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2424739,2424739: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2d4ea95c-d903-11f0-922e-1720a68a3421,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed),4.26.0,Grid: announce loading state to screen readers
A11Y-102,Design System — component,Grid,core/components/organisms/grid,1,0,0,0,Open:1,High (declared in source report),Scrollable region must have keyboard access,scrollable-region-focusable,2.1.1,Keyboard,A,2.1 Keyboard Accessible,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2352502,2352502: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/adfabab7-ff84-4e4f-bc84-4b4d3bfea18e,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,"Make every interactive element operable by keyboard alone: use native `<button>`/`<a>`, or add `tabIndex={0}` plus Enter/Space handlers via the shared space-key utility; give scrollable regions a focusable container.",Open — remediation required (1 occurrences),,
A11Y-103,Design System — component,Grid,core/components/organisms/grid,1,0,0,0,Open:1,High (declared in source report),Button does not have a role,button-missing-role,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2371082,2371082: https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/b30cad80-bec0-11f0-88fc-5f8e724f62a5,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058,Innovaccer - Case and Care Management Web Mobile (Tablet) Audit_11-03-25-04:31,Assessments,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-104,Design System — component,HorizontalNav,core/components/organisms/horizontalNav,0,1,0,0,Fixed:1,High (declared in source report),Selected state of the element is missing or incorrect,state-selected-missing-incorrect,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2343063,2343063: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2b6029f2-b0bf-11f0-ab8d-87376057b847,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Edit contact details and preferences' dialog,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-105,Design System — component,Icon,core/components/atoms/icon,1,0,0,0,Open:1,High (declared in source report),Controls have same name but different actions,buttons-confusing,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2345533,2345533: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/22aa5056-b2f6-11f0-8c3a-4fb1e3887bab,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Assessments,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (1 occurrences),,
A11Y-106,Design System — component,Label,core/components/atoms/label,1,0,0,0,Open:1,High (matched DS markup in captured source),Programmatic label does not convey purpose of control,label-programmatic-not-descriptive,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,DS audit report,2351366,2351366: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/a6239db2-b4c1-11f0-b1b2-2fdf28617c6c,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Date Picker,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (1 occurrences),,
A11Y-107,Design System — component,Label,core/components/atoms/label,1,0,0,0,Open:1,High (matched DS markup in captured source),Accessible name does not contain visible label,speech-accessible-name-mismatch,2.5.3,Label in Name,A,2.5 Input Modalities,2 Operable,Serious,1,Serious:1,DS audit report,2351367,2351367: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/acd43acc-b4c1-11f0-9750-87c95ffa0d7f,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Date Picker,"Ensure the accessible name contains the visible label text, in the same order, so speech-input users can target the control by name.",Open — remediation required (1 occurrences),,
A11Y-108,Design System — component,Label,core/components/atoms/label,1,0,0,0,Open:1,High (matched DS markup in captured source),Keyboard focus is lost or misplaced due to user interaction or content update,focus-lost,2.4.3,Focus Order,A,2.4 Navigable,2 Operable,Serious,1,Serious:1,DS audit report,2355862,2355862: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b618a748-b64d-11f0-bc5a-5b46cc33d962,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Create User Form,"Keep focus order logical and trap focus inside modals/overlays: move focus to the dialog on open, cycle within it, restore focus to the trigger on close, and never focus visually hidden items.",Open — remediation required (1 occurrences),,
A11Y-109,Design System — component,Labelled controls (Input / Button / Select),"core/components/atoms/input, core/components/atoms/button, core/components/organisms/select",0,0,1,0,Out of scope:1,Medium (inferred from Deque rule id),Accessible name does not contain visible label,speech-accessible-name-mismatch,2.5.3,Label in Name,A,2.5 Input Modalities,2 Operable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2347966,2347966,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,How can we improve this article dialog,"Ensure the accessible name contains the visible label text, in the same order, so speech-input users can target the control by name.",Out of scope — 3rd-party / Help Center content,,
A11Y-110,Design System — component,Labelled controls (Input / Button / Select),"core/components/atoms/input, core/components/atoms/button, core/components/organisms/select",0,1,0,0,Fixed:1,Medium (inferred from Deque rule id),Accessible name missing,speech-accessible-name-missing,2.5.3,Label in Name,A,2.5 Input Modalities,2 Operable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2355703,2355703,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Own User details page,"Ensure the accessible name contains the visible label text, in the same order, so speech-input users can target the control by name.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-111,Design System — component,Link,core/components/atoms/link,1,0,0,0,Open:1,High (declared in source report),Link contrast is not at least 3:1 with surrounding text,link-insufficient-contrast,1.4.1,Use of Color,A,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2342435,2342435: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/b42a3a5c-b09c-11f0-ac65-cfe8d5ae474b,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Patients,Review against WCAG 2.2 1.4.1.,Open — remediation required (1 occurrences),,
A11Y-112,Design System — component,Link,core/components/atoms/link,1,0,0,0,Open:1,Medium (inferred from Deque rule id),Link does not have a role,link-missing-role,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2340406,2340406,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Roles,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-113,Product / page level,N/A — page markup (lang attribute),,0,0,1,0,Out of scope:1,N/A (not a DS defect),Value of the lang attribute is not valid,lang-invalid,3.1.2,Language of Parts,AA,3.1 Readable,3 Understandable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,2355395,2355395,None — source export has no auditor URL; look up by Issue ID in axe Auditor,,,,Mark passages in a different language with a valid `lang` attribute on the containing element.,Not a DS defect — product/page level,,
A11Y-114,Product / page level,N/A — product focus management,,0,1,0,0,Fixed:1,N/A (not a DS defect),Hidden or empty element receives focus,focus-on-hidden-item,2.4.3,Focus Order,A,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2355423,2355423,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Project wide,"Keep focus order logical and trap focus inside modals/overlays: move focus to the dialog on open, cycle within it, restore focus to the trigger on close, and never focus visually hidden items.",Not a DS defect — product/page level,,
A11Y-115,Product / page level,N/A — product focus order,,1,0,0,0,Open:1,N/A (not a DS defect),Keyboard focus order is not logical,tab-order-illogical,2.4.3,Focus Order,A,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2340030,2340030,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Roles,"Keep focus order logical and trap focus inside modals/overlays: move focus to the dialog on open, cycle within it, restore focus to the trigger on close, and never focus visually hidden items.",Not a DS defect — product/page level,,
A11Y-116,Design System — component,NestedControls,core/components/atoms/chip,0,1,0,0,Fixed:1,High (declared in source report),Interactive controls must not be nested,nested-interactive,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2350273,2350273: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/eb427428-1915-4419-9bae-f2f614bcd913,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Clinical Data,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-117,Design System — component,PageHeader,core/components/organisms/pageHeader,1,0,0,0,Open:1,High (declared in source report),Text spacing content cut off,text-spacing-cut-off,1.4.12,Text Spacing,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2346006,2346006: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/01f86452-b309-11f0-835d-3fa4a4e44946,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Sample Assessments,"Ensure no content is clipped when users override text spacing (line-height 1.5, letter-spacing 0.12em, word-spacing 0.16em, paragraph spacing 2em) — avoid fixed heights and `overflow: hidden` on text containers.",Open — remediation required (1 occurrences),,
A11Y-118,Design System — component,PlaceholderParagraph,core/components/atoms/placeholderParagraph,1,0,0,0,Open:1,High (declared in source report),Graphical object lacks 3 to 1 contrast ratio,contrast-graphical-objects-3-1,1.4.11,Non-text Contrast,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2422812,2422812: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/d2879190-d719-11f0-9fe2-9be958675f4a,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Case,"Ensure non-text contrast ≥ 3:1 against adjacent colours for focus indicators, active/selected UI-component boundaries, and meaningful icons; use the focus-ring and border tokens rather than hard-coded colours.",Open — remediation required (1 occurrences),,
A11Y-119,Design System — component,Popover,core/components/molecules/popover,0,1,0,0,Fixed:1,High (declared in source report),Hover content disappearing,content-hover-disappears,1.4.13,Content on Hover or Focus,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2347625,2347625: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/45ca863e-b3b7-11f0-9055-1fb6b9f41526,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Profile,Review against WCAG 2.2 1.4.13.,Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-120,Design System — component,Popover,core/components/molecules/popover,0,1,0,0,Fixed:1,High (declared in source report),Additional content not dismissible,content-not-dismissible,1.4.13,Content on Hover or Focus,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2347626,2347626: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7b166dbc-b3b7-11f0-b0f6-cb13e851885b,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Profile,Review against WCAG 2.2 1.4.13.,Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-121,Design System — component,Popover,core/components/molecules/popover,1,0,0,0,Open:1,High (declared in source report),Focus indicator lacks 3 to 1 contrast ratio,contrast-focus-indicator,1.4.11,Non-text Contrast,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2356033,2356033: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/a9cac43a-b657-11f0-bbeb-cfccd33a9607,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,"Ensure non-text contrast ≥ 3:1 against adjacent colours for focus indicators, active/selected UI-component boundaries, and meaningful icons; use the focus-ring and border tokens rather than hard-coded colours.",Open — remediation required (1 occurrences),,
A11Y-122,Product / page level,Popover,core/components/molecules/popover,0,1,0,0,Fixed:1,High (declared in source report),Correct reading order of dynamic content not determinable,new-content-bad-location,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2424748,2424748: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/e7708494-d904-11f0-9c90-3b664dc274b7,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,High Risk Maternity,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Not a DS defect — product/page level,,
A11Y-123,Design System — component,Popover,core/components/molecules/popover,1,0,0,0,Open:1,High (declared in source report),Text content lacks 4.5:1 contrast ratio,contrast-text-4.5-1,1.4.3,Contrast (Minimum),AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2343949,2343949: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/12a4941c-b0d7-11f0-a5a6-8b3bc079b7f0,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Patients,Raise text contrast to at least 4.5:1 (3:1 for large text) using approved contrast-safe design tokens from `css/src/variables/index.css`; applies to placeholder and in-focus/hover link text too.,Open — remediation required (1 occurrences),,
A11Y-124,Product / page level,Popover,core/components/molecules/popover,1,0,0,0,Open:1,High (declared in source report),Hidden or empty element receives focus,focus-on-hidden-item,2.4.3,Focus Order,A,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2348223,2348223: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/02d9b274-b3d9-11f0-9586-bb9877d3e8a1,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Task,"Keep focus order logical and trap focus inside modals/overlays: move focus to the dialog on open, cycle within it, restore focus to the trigger on close, and never focus visually hidden items.",Not a DS defect — product/page level,,
A11Y-125,Design System — component,Radio,core/components/atoms/radio,0,0,1,0,Out of scope:1,Medium (inferred from Deque rule id),Group of radio buttons not associated with group label,label-group-radio-not-associated,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2347964,2347964,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,How can we improve this article dialog,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Out of scope — 3rd-party / Help Center content,,
A11Y-126,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Visual list is not marked up as list,semantic-list,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2340918,2340918: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/1d995990-afe5-11f0-ad7a-3b33025e1ba9,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Contact the Patient 1st Call flyout,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Open — remediation required (1 occurrences),,
A11Y-127,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Button pressed state is not conveyed,button-state-pressed,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2340919,2340919: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2fb0c550-afe5-11f0-a396-c35612da221e,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Contact the Patient 1st Call flyout,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-128,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Controls have same name but different actions,buttons-confusing,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2350797,2350797: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/ab7db0e4-b49f-11f0-8923-cb5e0019b8a8,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Chronic Care Management,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (1 occurrences),,
A11Y-129,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Programmatic label does not convey purpose of control,label-programmatic-not-descriptive,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2412009,2412009: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/9748bd9a-d37a-11f0-9bf5-e3e8a159a633,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (1 occurrences),,
